field_1,lng,lat,owner,title,tags,taken
3333,17.359487999999999,42.768852000000003,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_133,"croatia;dubrovnik;mljet",Fri May 15 17:23:11 CEST 2015
3302,18.066573999999999,42.656661999999997,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_008,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:30:07 CEST 2015
3303,18.066573999999999,42.656661999999997,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_007,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:30:00 CEST 2015
3304,18.066573999999999,42.656661999999997,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_006,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:29:37 CEST 2015
3305,18.065866000000000,42.656759999999998,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_004,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:28:35 CEST 2015
3306,18.065866000000000,42.656759999999998,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_003,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:28:34 CEST 2015
4840,15.222791000000001,44.115049999999997,162079325@N03,DSC00630,,Mon May 18 21:06:00 CEST 2015
4841,15.222791000000001,44.115049999999997,162079325@N03,DSC00631,,Mon May 18 21:06:13 CEST 2015
4842,15.222791000000001,44.115049999999997,162079325@N03,DSC00633,,Mon May 18 21:06:33 CEST 2015
4843,15.222791000000001,44.115049999999997,162079325@N03,DSC00634,,Mon May 18 21:51:53 CEST 2015
4844,15.222791000000001,44.115049999999997,162079325@N03,DSC00635,,Mon May 18 21:51:59 CEST 2015
4845,15.222791000000001,44.115049999999997,162079325@N03,DSC00636,,Mon May 18 21:52:06 CEST 2015
4846,15.222791000000001,44.115049999999997,162079325@N03,DSC00637,,Mon May 18 21:53:07 CEST 2015
4847,15.222791000000001,44.115049999999997,162079325@N03,DSC00640,,Mon May 18 21:53:36 CEST 2015
4848,15.222791000000001,44.115049999999997,162079325@N03,DSC00641,,Mon May 18 21:53:45 CEST 2015
4849,15.222791000000001,44.115049999999997,162079325@N03,DSC00642,,Mon May 18 21:55:01 CEST 2015
4850,15.222791000000001,44.115049999999997,162079325@N03,DSC00643,,Mon May 18 21:55:08 CEST 2015
3318,17.360154999999999,42.769221999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_151,"croatia;dubrovnik;mljet",Fri May 15 17:36:11 CEST 2015
3319,17.360154999999999,42.769221999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_200,"croatia;dubrovnik;mljet",Fri May 15 17:36:10 CEST 2015
3320,17.360154999999999,42.769221999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_150,"croatia;dubrovnik;mljet",Fri May 15 17:36:10 CEST 2015
3321,17.360154999999999,42.769221999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_149,"croatia;dubrovnik;mljet",Fri May 15 17:36:09 CEST 2015
3322,17.360154999999999,42.769221999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_148,"croatia;dubrovnik;mljet",Fri May 15 17:36:08 CEST 2015
4856,15.222791000000001,44.115049999999997,162079325@N03,DSC00650,,Mon May 18 21:56:32 CEST 2015
4857,15.222791000000001,44.115049999999997,162079325@N03,DSC00651,,Mon May 18 22:34:49 CEST 2015
4858,15.222791000000001,44.115049999999997,162079325@N03,DSC00652,,Mon May 18 22:34:51 CEST 2015
4859,15.222791000000001,44.115049999999997,162079325@N03,DSC00655,,Mon May 18 22:35:41 CEST 2015
4860,15.222791000000001,44.115049999999997,162079325@N03,DSC00656,,Mon May 18 22:35:44 CEST 2015
4861,16.443612999999999,43.505479999999999,162079325@N03,DSC00658,,Mon May 18 23:20:20 CEST 2015
4862,16.443612999999999,43.505479999999999,162079325@N03,DSC00659,,Mon May 18 23:20:47 CEST 2015
4863,16.443612999999999,43.505479999999999,162079325@N03,DSC00660,,Mon May 18 23:21:09 CEST 2015
4864,16.443612999999999,43.505479999999999,162079325@N03,DSC00661,,Mon May 18 23:48:21 CEST 2015
4865,16.443612999999999,43.505479999999999,162079325@N03,DSC00662,,Mon May 18 23:48:52 CEST 2015
4866,16.443612999999999,43.505479999999999,162079325@N03,DSC00663,,Mon May 18 23:49:08 CEST 2015
4835,15.222791000000001,44.115049999999997,162079325@N03,DSC00622,,Mon May 18 20:49:51 CEST 2015
4836,15.222791000000001,44.115049999999997,162079325@N03,DSC00625,,Mon May 18 21:04:09 CEST 2015
4837,15.222791000000001,44.115049999999997,162079325@N03,DSC00626,,Mon May 18 21:04:12 CEST 2015
4838,15.222791000000001,44.115049999999997,162079325@N03,DSC00628,,Mon May 18 21:04:26 CEST 2015
4839,15.222791000000001,44.115049999999997,162079325@N03,DSC00629,,Mon May 18 21:04:40 CEST 2015
4872,16.443612999999999,43.505479999999999,162079325@N03,DSC00672,,Mon May 18 23:52:58 CEST 2015
4873,16.443612999999999,43.505479999999999,162079325@N03,DSC00673,,Mon May 18 23:53:04 CEST 2015
4874,16.443612999999999,43.505479999999999,162079325@N03,DSC00674,,Mon May 18 23:53:12 CEST 2015
4875,16.443612999999999,43.505479999999999,162079325@N03,DSC00675,,Mon May 18 23:53:55 CEST 2015
4876,16.443612999999999,43.505479999999999,162079325@N03,DSC00676,,Mon May 18 23:54:24 CEST 2015
4877,16.443612999999999,43.505479999999999,162079325@N03,DSC00677,,Mon May 18 23:54:40 CEST 2015
4878,16.443612999999999,43.505479999999999,162079325@N03,DSC00678,,Mon May 18 23:55:01 CEST 2015
4879,16.443612999999999,43.505479999999999,162079325@N03,DSC00679,,Mon May 18 23:55:15 CEST 2015
4880,16.443612999999999,43.505479999999999,162079325@N03,DSC00680,,Mon May 18 23:55:20 CEST 2015
4881,16.443612999999999,43.505479999999999,162079325@N03,DSC00682,,Mon May 18 23:55:46 CEST 2015
4882,16.443612999999999,43.505479999999999,162079325@N03,DSC00683,,Mon May 18 23:55:52 CEST 2015
4851,15.222791000000001,44.115049999999997,162079325@N03,DSC00644,,Mon May 18 21:55:14 CEST 2015
4852,15.222791000000001,44.115049999999997,162079325@N03,DSC00645,,Mon May 18 21:55:20 CEST 2015
4853,15.222791000000001,44.115049999999997,162079325@N03,DSC00646,,Mon May 18 21:55:55 CEST 2015
4854,15.222791000000001,44.115049999999997,162079325@N03,DSC00647,,Mon May 18 21:56:11 CEST 2015
4855,15.222791000000001,44.115049999999997,162079325@N03,DSC00649,,Mon May 18 21:56:29 CEST 2015
3387,17.342630000000000,42.788424999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_203,"croatia;dubrovnik;mljet",Thu May 14 09:26:40 CEST 2015
3388,17.913252000000000,42.720509999999997,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_256,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:35:46 CEST 2015
3389,17.913252000000000,42.720509999999997,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_255,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:35:42 CEST 2015
3390,17.913252000000000,42.720509999999997,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_254,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:35:40 CEST 2015
3391,17.913312999999999,42.720528000000002,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_253,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:32:36 CEST 2015
3392,17.913312999999999,42.720528000000002,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_252,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:32:34 CEST 2015
3393,17.913312999999999,42.720528000000002,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_251,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:32:31 CEST 2015
3394,17.913204000000000,42.720509999999997,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_250,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:29:40 CEST 2015
3395,17.913214000000000,42.720550000000003,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_248,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:20:12 CEST 2015
3396,17.913214000000000,42.720550000000003,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_247,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:20:10 CEST 2015
3397,17.913204000000000,42.720607999999999,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_246,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 15:20:09 CEST 2015
3366,17.353916000000002,42.785953999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_095,"croatia;dubrovnik;mljet",Fri May 15 16:42:08 CEST 2015
3367,17.353916000000002,42.785953999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_093,"croatia;dubrovnik;mljet",Fri May 15 16:42:07 CEST 2015
3368,17.353916000000002,42.785953999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_092,"croatia;dubrovnik;mljet",Fri May 15 16:42:07 CEST 2015
3369,17.353916000000002,42.785953999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_089,"croatia;dubrovnik;mljet",Fri May 15 16:41:47 CEST 2015
3370,17.353916000000002,42.785953999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_088,"croatia;dubrovnik;mljet",Fri May 15 16:41:46 CEST 2015
3275,17.344518999999998,42.789369999999998,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_196,"croatia;dubrovnik;mljet",Fri May 15 19:26:57 CEST 2015
3276,17.342504999999999,42.788387000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_194,"croatia;dubrovnik;mljet",Fri May 15 18:37:02 CEST 2015
3277,17.342516000000000,42.788429999999998,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_193,"croatia;dubrovnik;mljet",Fri May 15 18:36:41 CEST 2015
3278,17.353966000000000,42.785361999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_191,"croatia;dubrovnik;mljet",Fri May 15 18:26:41 CEST 2015
3279,17.353966000000000,42.785361999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_204,"croatia;dubrovnik;mljet",Fri May 15 18:26:41 CEST 2015
3280,17.353936999999998,42.785373999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_190,"croatia;dubrovnik;mljet",Fri May 15 18:26:40 CEST 2015
3281,17.353897000000000,42.785159999999998,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_188,"croatia;dubrovnik;mljet",Fri May 15 18:26:37 CEST 2015
3282,17.353892999999999,42.785420000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_187,"croatia;dubrovnik;mljet",Fri May 15 18:25:16 CEST 2015
3283,17.353892999999999,42.785420000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_184,"croatia;dubrovnik;mljet",Fri May 15 18:25:02 CEST 2015
3284,17.353892999999999,42.785420000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_182,"croatia;dubrovnik;mljet",Fri May 15 18:24:47 CEST 2015
3285,17.353888000000001,42.785263000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_179,"croatia;dubrovnik;mljet",Fri May 15 18:24:20 CEST 2015
3382,17.377872000000000,42.785941999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_054,"croatia;dubrovnik;mljet",Fri May 15 14:27:18 CEST 2015
3383,17.377796000000000,42.785969999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_052,"croatia;dubrovnik;mljet",Fri May 15 14:27:15 CEST 2015
3384,17.377704999999999,42.785896000000001,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_050,"croatia;dubrovnik;mljet",Fri May 15 13:53:29 CEST 2015
3385,17.377704999999999,42.785896000000001,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_048,"croatia;dubrovnik;mljet",Fri May 15 13:53:28 CEST 2015
3386,17.678121999999998,42.811169999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_202,"croatia;dubrovnik;mljet",Fri May 15 11:59:48 CEST 2015
3291,17.359933999999999,42.768110000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_174,"croatia;dubrovnik;mljet",Fri May 15 17:52:21 CEST 2015
3292,17.360668000000000,42.768425000000001,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_173,"croatia;dubrovnik;mljet",Fri May 15 17:49:42 CEST 2015
3293,17.360776999999999,42.768444000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_172,"croatia;dubrovnik;mljet",Fri May 15 17:44:32 CEST 2015
3294,17.360776999999999,42.768444000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_171,"croatia;dubrovnik;mljet",Fri May 15 17:44:24 CEST 2015
3295,17.360495000000000,42.769035000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_169,"croatia;dubrovnik;mljet",Fri May 15 17:42:27 CEST 2015
3296,17.360495000000000,42.769035000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_168,"croatia;dubrovnik;mljet",Fri May 15 17:42:25 CEST 2015
3297,17.360289000000002,42.769095999999998,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_167,"croatia;dubrovnik;mljet",Fri May 15 17:40:30 CEST 2015
3298,17.360289000000002,42.769095999999998,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_166,"croatia;dubrovnik;mljet",Fri May 15 17:40:29 CEST 2015
3299,17.360205000000001,42.769154000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_198,"croatia;dubrovnik;mljet",Fri May 15 17:39:47 CEST 2015
3300,17.360209999999999,42.769145999999999,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_164,"croatia;dubrovnik;mljet",Fri May 15 17:39:47 CEST 2015
3301,18.066573999999999,42.656661999999997,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_009,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:30:19 CEST 2015
3270,17.704910000000002,42.846637999999999,42423795@N00,Croatia_Dubrovnik_22_Villa_Koruna_Mai_2015_032,"croatia;dubrovnik;villakoruna",Sat May 16 12:14:12 CEST 2015
3271,17.704860000000000,42.846558000000002,42423795@N00,Croatia_Dubrovnik_22_Villa_Koruna_Mai_2015_030,"croatia;dubrovnik;villakoruna",Sat May 16 12:14:05 CEST 2015
3272,17.704899999999999,42.846397000000003,42423795@N00,Croatia_Dubrovnik_22_Villa_Koruna_Mai_2015_068,"croatia;dubrovnik;villakoruna",Sat May 16 12:08:08 CEST 2015
3273,17.704905000000000,42.846404999999997,42423795@N00,Croatia_Dubrovnik_22_Villa_Koruna_Mai_2015_026,"croatia;dubrovnik;villakoruna",Sat May 16 12:08:06 CEST 2015
3274,17.344602999999999,42.789430000000003,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_197,"croatia;dubrovnik;mljet",Fri May 15 19:27:08 CEST 2015
3307,18.065961999999999,42.656787999999999,42423795@N00,Croatia_Dubrovnik_18_Cave_Bar_Nightclub_Mai_2015_001,"bar;croatia;nightclub;cave;dubrovnik",Thu May 14 20:27:51 CEST 2015
3308,18.076896999999999,42.664608000000001,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_086,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 10:06:20 CEST 2015
3309,18.080235999999999,42.662678000000000,42423795@N00,Croatia_Dubrovnik_17_Elaphiten_Lopoud_Boat_Tour_Mai_2015_081,"boat;tour;croatia;dubrovnik;elaphiten;lopoud",Thu May 14 10:04:33 CEST 2015
3310,17.360112999999998,42.769219999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_162,"croatia;dubrovnik;mljet",Fri May 15 17:39:12 CEST 2015
3311,17.360130000000002,42.769264000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_161,"croatia;dubrovnik;mljet",Fri May 15 17:38:57 CEST 2015
3312,17.360130000000002,42.769264000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_160,"croatia;dubrovnik;mljet",Fri May 15 17:38:57 CEST 2015
3313,17.360126000000001,42.769233999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_199,"croatia;dubrovnik;mljet",Fri May 15 17:37:20 CEST 2015
3314,17.360126000000001,42.769233999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_157,"croatia;dubrovnik;mljet",Fri May 15 17:37:12 CEST 2015
3315,17.360126000000001,42.769233999999997,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_155,"croatia;dubrovnik;mljet",Fri May 15 17:36:53 CEST 2015
3316,17.360126000000001,42.769215000000003,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_154,"croatia;dubrovnik;mljet",Fri May 15 17:36:34 CEST 2015
3317,17.360158999999999,42.769190000000002,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_153,"croatia;dubrovnik;mljet",Fri May 15 17:36:21 CEST 2015
3286,17.347702000000002,42.787067000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_178,"croatia;dubrovnik;mljet",Fri May 15 18:24:19 CEST 2015
3287,17.359627000000000,42.768394000000001,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_201,"croatia;dubrovnik;mljet",Fri May 15 17:56:11 CEST 2015
3288,17.359627000000000,42.768394000000001,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_177,"croatia;dubrovnik;mljet",Fri May 15 17:56:11 CEST 2015
3289,17.359627000000000,42.768394000000001,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_176,"croatia;dubrovnik;mljet",Fri May 15 17:56:10 CEST 2015
3290,17.359652000000001,42.768456000000000,42423795@N00,Croatia_Dubrovnik_20_Mljet_Mai_2015_175,"croatia;dubrovnik;mljet",Fri May 15 17:55:55 CEST 2015
6240,16.784533000000000,43.493073000000003,133234664@N07,20150606_082849765_iOS,,Sat Jun 06 10:28:49 CEST 2015
6241,16.439492999999999,43.507404000000001,133234664@N07,20150606_141042845_iOS,,Sat Jun 06 16:10:42 CEST 2015
6242,16.440102000000000,43.507956999999998,133234664@N07,20150606_141409433_iOS,,Sat Jun 06 16:14:09 CEST 2015
6243,16.440102000000000,43.507956999999998,133234664@N07,20150606_141412153_iOS,,Sat Jun 06 16:14:12 CEST 2015
6244,16.440393000000000,43.507770000000001,133234664@N07,20150606_141857339_iOS,,Sat Jun 06 16:18:57 CEST 2015
6245,16.440684999999998,43.507786000000003,133234664@N07,20150606_141916146_iOS,,Sat Jun 06 16:19:16 CEST 2015
6214,18.131046000000001,42.642482999999999,22564406@N00,IMG_20150608_180451,,Mon Jun 08 18:04:51 CEST 2015
6215,18.131046000000001,42.642482999999999,22564406@N00,IMG_20150608_180512,,Mon Jun 08 18:05:12 CEST 2015
6216,18.131046000000001,42.642482999999999,22564406@N00,IMG_20150608_181950,,Mon Jun 08 18:19:50 CEST 2015
6217,18.085041000000000,42.657947999999998,22564406@N00,IMG_20150608_203300,,Mon Jun 08 20:33:00 CEST 2015
6218,18.085041000000000,42.657947999999998,22564406@N00,IMG_20150608_214157,,Mon Jun 08 21:41:57 CEST 2015
6219,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150608_171340,,Mon Jun 08 17:13:40 CEST 2015
6220,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150608_153854,,Mon Jun 08 15:38:54 CEST 2015
6221,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150608_113456,,Mon Jun 08 11:34:56 CEST 2015
6222,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150608_113447,,Mon Jun 08 11:34:47 CEST 2015
6223,18.115597000000001,42.641790000000000,22564406@N00,IMG_20150608_104011,,Mon Jun 08 10:40:11 CEST 2015
6108,16.439789000000001,43.509483000000003,100991968@N08,2015-05-26 09.46.53,,Tue May 26 09:46:53 CEST 2015
6109,16.440843999999998,43.506287000000000,100991968@N08,2015-05-26 09.26.20,,Tue May 26 09:26:20 CEST 2015
6110,16.487279999999998,43.523986999999998,100991968@N08,2015-05-26 08.57.18,,Tue May 26 08:57:18 CEST 2015
6111,16.487486000000001,43.524197000000001,100991968@N08,2015-05-26 08.57.07,,Tue May 26 08:57:07 CEST 2015
6112,18.091400000000000,42.650599999999997,47596646@N00,"Washing of the water. Dubrovnik, Croatia. May 17, 2015. #iphoneonly","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Tue May 26 17:41:17 CEST 2015
6113,18.109867000000001,42.640419999999999,47596646@N00,"All along the watchtower II. Dubrovnik, Croatia. May 17, 2015. #iphoneonly","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Tue May 26 14:02:07 CEST 2015
6230,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_185256,,Sun Jun 07 18:52:56 CEST 2015
6231,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_192111,,Sun Jun 07 19:21:11 CEST 2015
6232,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_192932,,Sun Jun 07 19:29:32 CEST 2015
6233,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_192928,,Sun Jun 07 19:29:28 CEST 2015
6234,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_184932,,Sun Jun 07 18:49:32 CEST 2015
6235,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_184108,,Sun Jun 07 18:41:08 CEST 2015
6236,18.108559000000000,42.641154999999998,22564406@N00,IMG_20150607_165312,,Sun Jun 07 16:53:12 CEST 2015
6237,16.247233999999999,43.515506999999999,22564406@N00,IMG_20150607_123918,,Sun Jun 07 12:39:18 CEST 2015
6238,16.784417999999999,43.493113999999998,133234664@N07,20150606_082831706_iOS,,Sat Jun 06 10:28:31 CEST 2015
6239,16.439509999999999,43.507613999999997,133234664@N07,20150606_141038559_iOS,,Sat Jun 06 16:10:38 CEST 2015
6125,16.439478000000001,43.506863000000003,11616012@N00,Timeless #feeling of #freedom #windinmyhair #wind #sea #sailing #croatia #crewedcharter #skippersailing #sailingyacht #onayacht #Croatia #crostagram #jeanneau #jeanneauyachts #54ds #decksaloon #joys #Life #celebratelife #picoftheday #instalike #instafoll,"square;willow;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Sun May 24 16:12:52 CEST 2015
6126,18.108055000000000,42.641387999999999,47596646@N00,"Stradun. Dubrovnik, Croatia. May 16, 2015.","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Sat May 23 17:35:24 CEST 2015
6127,18.109867000000001,42.640419999999999,47596646@N00,"Night in the Old City. Dubrovnik, Croatia. May 15, 2015. #iphoneonly","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Sat May 23 14:20:47 CEST 2015
6128,18.109867000000001,42.640419999999999,47596646@N00,"Kayaker. Dubrovnik, Croatia. May 17, 2015.","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Sat May 23 09:25:57 CEST 2015
6129,18.109279999999998,42.639519999999997,90176907@N00,Dubrovnik,"square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Sat May 23 18:37:39 CEST 2015
6130,18.109867000000001,42.640419999999999,47596646@N00,"Dubrovnik Castle at dusk. Dubrovnik, Croatia. May 15, 2015. #iphoneonly","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Fri May 22 14:58:15 CEST 2015
6097,16.824511999999999,42.745285000000003,102846379@N03,upload,"square;squareformat;juno;iphoneography;instagramapp;uploaded:by=instagram",Thu May 28 07:57:30 CEST 2015
6098,16.677246000000000,43.261707000000001,36330879@N04,,"croatia;bol;brač",Sun May 24 11:26:20 CEST 2015
6100,16.247115999999998,43.515155999999998,37751604@N04,Trogir,"blue;sky;rooftops;croatia;trogir;adriatic;olympuse420;bobjewers",Tue May 26 11:03:57 CEST 2015
6101,18.111087999999999,42.640369999999997,47596646@N00,"God of ocean tides. Dubrovnik, Croatia. May 16, 2015. #iPhoneonly","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Wed May 27 12:14:34 CEST 2015
6102,15.220656000000000,44.117016000000000,52207031@N02,Sun worship,"red;sky;people;orange;sun;rain;clouds;reflections;silhouettes;zadar;hrvatska;sunsetwatching;pozdravsuncu",Mon May 25 19:22:05 CEST 2015
6103,16.439223999999999,43.506596000000002,100991968@N08,2015-05-26 10.34.30,,Tue May 26 10:34:30 CEST 2015
6104,16.438437000000000,43.509174000000002,100991968@N08,2015-05-26 10.31.49,,Tue May 26 10:31:49 CEST 2015
6105,16.438862000000000,43.508110000000002,100991968@N08,2015-05-26 10.29.38,,Tue May 26 10:29:38 CEST 2015
6106,16.440823000000002,43.509396000000002,100991968@N08,2015-05-26 09.49.07,,Tue May 26 09:49:07 CEST 2015
6107,16.440002000000000,43.509647000000001,100991968@N08,2015-05-26 09.47.28,,Tue May 26 09:47:28 CEST 2015
6146,18.225802999999999,42.585189999999997,30334731@N00,"Cavtat, Croatia","sea;europe;south;eu;croatia;east;balkans;southeast;peninsula;cavtat;yugoslavia;adriatic;balkan",Thu May 21 08:58:29 CEST 2015
6147,18.225802999999999,42.585189999999997,30334731@N00,"Cavtat, Croatia","sea;europe;south;eu;croatia;east;balkans;southeast;peninsula;cavtat;yugoslavia;adriatic;balkan",Thu May 21 08:57:00 CEST 2015
6148,18.225802999999999,42.585189999999997,30334731@N00,"Cavtat, Croatia","sea;europe;south;eu;croatia;east;balkans;southeast;peninsula;cavtat;yugoslavia;adriatic;balkan",Thu May 21 08:52:43 CEST 2015
6149,18.225802999999999,42.585189999999997,30334731@N00,"Cavtat, Croatia","sea;europe;south;eu;croatia;east;balkans;southeast;peninsula;cavtat;yugoslavia;adriatic;balkan",Thu May 21 08:46:53 CEST 2015
6155,18.225802999999999,42.585189999999997,30334731@N00,"Cavtat, Croatia","sunset;sea;boat;europe;yacht;south;eu;croatia;east;balkans;southeast;peninsula;cavtat;yugoslavia;adriatic;balkan",Wed May 20 17:30:58 CEST 2015
6156,18.225802999999999,42.585189999999997,30334731@N00,"Cavtat, Croatia","sunset;sea;pool;swimming;hotel;boat;europe;view;yacht;south;eu;croatia;east;balkans;southeast;peninsula;cavtat;yugoslavia;adriatic;balkan",Wed May 20 17:29:21 CEST 2015
6114,18.114844999999999,42.641857000000002,47596646@N00,"Watching the tide roll away. Dubrovnik, Croatia. May 16, 2015. #iphoneonly","square;squareformat;iphoneography;instagramapp;uploaded:by=instagram",Tue May 26 09:51:50 CEST 2015
