lng,lat,owner,title,tags,descriptio,taken
18.110403,42.641052,79231740@N05,11,,,Tue Mar 24 13:05:21 CET 2009
18.110403,42.641052,79231740@N05,13,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:05:52 CET 2009
18.110403,42.641052,79231740@N05,12,,,Tue Mar 24 13:05:43 CET 2009
18.110403,42.641052,79231740@N05,9,,,Tue Mar 24 13:07:10 CET 2009
18.110403,42.641052,79231740@N05,4,,,Tue Mar 24 13:07:00 CET 2009
18.110403,42.641052,79231740@N05,18,landscape;shore;пейзаж;побережье,,Tue Mar 24 13:00:36 CET 2009
18.110403,42.641052,79231740@N05,17,rock;landscape;пейзаж;камни,,Tue Mar 24 13:00:34 CET 2009
18.110403,42.641052,79231740@N05,11,,,Tue Mar 24 13:07:14 CET 2009
18.110403,42.641052,79231740@N05,28,architecture;архитектура,,Tue Mar 24 12:00:22 CET 2009
18.110403,42.641052,79231740@N05,29,boat;vehicle;транспорт;лодка,,Tue Mar 24 12:00:25 CET 2009
18.110403,42.641052,79231740@N05,32,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 12:00:31 CET 2009
18.110403,42.641052,79231740@N05,35,water;landscape;style;shore;serene;вода;пейзаж;стиль;побережье;спокойный,,Tue Mar 24 12:00:37 CET 2009
18.110403,42.641052,79231740@N05,11,landscape;shore;пейзаж;побережье,,Tue Mar 24 11:59:46 CET 2009
18.110403,42.641052,79231740@N05,26,,,Tue Mar 24 13:06:24 CET 2009
18.110403,42.641052,79231740@N05,16,cloud;nature;landscape;shore;природа;пейзаж;облака;побережье,,Tue Mar 24 11:59:57 CET 2009
16.378126,43.487957,148472397@N06,Vízparti panoráma Slatine-n túl,,,Sun Feb 08 15:26:25 CET 2009
18.110403,42.641052,79231740@N05,28,landscape;shore;пейзаж;побережье,,Tue Mar 24 13:01:16 CET 2009
18.110403,42.641052,79231740@N05,29,road;дорога,,Tue Mar 24 13:01:20 CET 2009
18.110403,42.641052,79231740@N05,35,,,Tue Mar 24 13:01:52 CET 2009
18.110403,42.641052,79231740@N05,14,,,Tue Mar 24 13:00:23 CET 2009
18.110403,42.641052,79231740@N05,16,boat;vehicle;транспорт;лодка,,Tue Mar 24 13:00:31 CET 2009
18.110403,42.641052,79231740@N05,34,road;building;architecture;дорога;архитектура;строения,,Tue Mar 24 12:55:04 CET 2009
18.110403,42.641052,79231740@N05,28,,,Tue Mar 24 12:54:51 CET 2009
18.110403,42.641052,79231740@N05,27,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:01:14 CET 2009
18.110403,42.641052,79231740@N05,20,plant;tree;деревья;растения,,Tue Mar 24 13:02:50 CET 2009
18.110403,42.641052,79231740@N05,26,water;landscape;вода;пейзаж,,Tue Mar 24 13:03:01 CET 2009
18.110403,42.641052,79231740@N05,31,landscape;пейзаж,,Tue Mar 24 13:03:11 CET 2009
18.110403,42.641052,79231740@N05,28,water;landscape;вода;пейзаж,,Tue Mar 24 13:03:05 CET 2009
18.110403,42.641052,79231740@N05,30,,,Tue Mar 24 13:03:09 CET 2009
18.110403,42.641052,79231740@N05,2,water;rock;landscape;shore;вода;пейзаж;камни;побережье,,Tue Mar 24 13:04:52 CET 2009
18.110403,42.641052,79231740@N05,3,,,Tue Mar 24 12:58:53 CET 2009
18.110403,42.641052,79231740@N05,9,landscape;shore;пейзаж;побережье,,Tue Mar 24 13:05:17 CET 2009
18.110403,42.641052,79231740@N05,13,,,Tue Mar 24 11:59:50 CET 2009
18.110403,42.641052,79231740@N05,20,,,Tue Mar 24 12:00:05 CET 2009
18.110403,42.641052,79231740@N05,19,,,Tue Mar 24 12:00:03 CET 2009
18.110403,42.641052,79231740@N05,22,,,Tue Mar 24 12:00:09 CET 2009
18.110403,42.641052,79231740@N05,18,building;tower;architecture;архитектура;башни;строения,,Tue Mar 24 12:00:01 CET 2009
18.110403,42.641052,79231740@N05,2,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:30 CET 2009
18.110403,42.641052,79231740@N05,6,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:36 CET 2009
18.110403,42.641052,79231740@N05,25,building;architecture;архитектура;строения,,Tue Mar 24 12:00:17 CET 2009
18.110403,42.641052,79231740@N05,36,,,Tue Mar 24 13:04:46 CET 2009
18.110403,42.641052,79231740@N05,2,water;rock;landscape;shore;вода;пейзаж;камни;побережье,,Tue Mar 24 13:04:52 CET 2009
18.110403,42.641052,79231740@N05,3,,,Tue Mar 24 12:58:53 CET 2009
18.110403,42.641052,79231740@N05,1,boat;vehicle;транспорт;лодка,,Tue Mar 24 12:58:55 CET 2009
18.110403,42.641052,79231740@N05,6,,,Tue Mar 24 12:59:09 CET 2009
18.110403,42.641052,79231740@N05,27,,,Tue Mar 24 13:04:28 CET 2009
18.110403,42.641052,79231740@N05,28,building;water;architecture;landscape;вода;пейзаж;архитектура;строения,,Tue Mar 24 13:04:30 CET 2009
18.110403,42.641052,79231740@N05,14,landscape;пейзаж,,Tue Mar 24 13:07:21 CET 2009
16.23277,43.491787,148472397@N06,Öböl panoráma,,,Sun Feb 08 15:32:31 CET 2009
16.204062,43.49781,148472397@N06,Túlpart panoráma,,,Sun Feb 08 15:27:02 CET 2009
16.888996,43.59817,36330879@N04,Roots,,,Sat Jan 03 20:49:16 CET 2009
18.110403,42.641052,79231740@N05,24,,,Tue Mar 24 12:54:42 CET 2009
18.110403,42.641052,79231740@N05,4,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:32 CET 2009
18.110403,42.641052,79231740@N05,5,,,Tue Mar 24 13:07:02 CET 2009
18.110403,42.641052,79231740@N05,7,boat;vehicle;транспорт;лодка,,Tue Mar 24 13:07:06 CET 2009
18.110403,42.641052,79231740@N05,7,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:38 CET 2009
15.224444,44.115417,40866065@N07,Zadar Forum Roman - By Pato,church;croatia;zadar;hrv;chorvatsko;kostol;zadarska;chorvatskocroatia,,Mon Aug 17 15:33:58 CEST 2009
15.210952,44.136272,40866065@N07,Zadar Hotel Donat 1 - By Pato,hotel;croatia;zadar;hrv;donat;falkensteiner;chorvatsko;borik;zadarska;chorvatskocroatia,,Tue Aug 18 18:35:52 CEST 2009
15.219738,44.11736,40866065@N07,Zadar Sea Organ - By Pato,pier;croatia;zadar;molo;hrv;chorvatsko;zadarska;chorvatskocroatia,,Mon Aug 17 15:18:02 CEST 2009
15.226719,44.11702,40866065@N07,Zadar Ferry-Boat - By Pato,croatia;zadar;hrv;chorvatsko;trajekt;zadarska;chorvatskocroatia,,Mon Aug 17 15:37:59 CEST 2009
15.219594,44.11753,40866065@N07,Zadar The Seaside Promenade - By Pato,pier;croatia;zadar;molo;hrv;chorvatsko;zadarska;chorvatskocroatia,,Mon Aug 17 15:12:00 CEST 2009
15.219911,44.11719,40866065@N07,Zadar Sea Organ - By Pato,pier;croatia;zadar;molo;hrv;chorvatsko;zadarska;chorvatskocroatia,,Mon Aug 17 15:18:46 CEST 2009
15.219536,44.117638,40866065@N07,"Zadar Pier,The Seaside Promenade - By Pato",pier;croatia;zadar;molo;hrv;chorvatsko;zadarska;chorvatskocroatia,,Mon Aug 17 15:12:53 CEST 2009
18.110403,42.641052,79231740@N05,14,landscape;пейзаж,,Tue Mar 24 11:59:52 CET 2009
18.110403,42.641052,79231740@N05,29,,,Tue Mar 24 13:04:32 CET 2009
18.110403,42.641052,79231740@N05,31,,,Tue Mar 24 13:04:36 CET 2009
18.110403,42.641052,79231740@N05,34,,,Tue Mar 24 13:04:43 CET 2009
18.110403,42.641052,79231740@N05,35,,,Tue Mar 24 13:04:44 CET 2009
18.110403,42.641052,79231740@N05,4,,,Tue Mar 24 13:03:40 CET 2009
18.110403,42.641052,79231740@N05,27,road;дорога,,Tue Mar 24 13:06:26 CET 2009
18.110403,42.641052,79231740@N05,28,road;дорога,,Tue Mar 24 13:06:28 CET 2009
18.110403,42.641052,79231740@N05,26,,,Tue Mar 24 13:04:26 CET 2009
18.110403,42.641052,79231740@N05,4,,,Tue Mar 24 13:07:00 CET 2009
18.110403,42.641052,79231740@N05,5,,,Tue Mar 24 13:07:02 CET 2009
18.110403,42.641052,79231740@N05,7,boat;vehicle;транспорт;лодка,,Tue Mar 24 13:07:06 CET 2009
18.110403,42.641052,79231740@N05,11,,,Tue Mar 24 13:07:14 CET 2009
18.110403,42.641052,79231740@N05,10,sign;text;знаки;текст,,Tue Mar 24 13:07:12 CET 2009
18.110403,42.641052,79231740@N05,10,landscape;shore;пейзаж;побережье,,Tue Mar 24 11:59:44 CET 2009
18.110403,42.641052,79231740@N05,3,water;landscape;вода;пейзаж,,Tue Mar 24 13:05:02 CET 2009
18.110403,42.641052,79231740@N05,33,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 12:00:33 CET 2009
18.110403,42.641052,79231740@N05,17,landscape;пейзаж,,Tue Mar 24 13:06:02 CET 2009
18.110403,42.641052,79231740@N05,18,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:06:04 CET 2009
18.110403,42.641052,79231740@N05,19,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:06:06 CET 2009
18.110403,42.641052,79231740@N05,23,road;building;architecture;дорога;архитектура;строения,,Tue Mar 24 13:06:16 CET 2009
18.110403,42.641052,79231740@N05,25,road;дорога,,Tue Mar 24 13:06:22 CET 2009
18.110403,42.641052,79231740@N05,26,building;architecture;архитектура;строения,,Tue Mar 24 12:00:19 CET 2009
18.110403,42.641052,79231740@N05,24,,,Tue Mar 24 12:00:15 CET 2009
18.110403,42.641052,79231740@N05,31,,,Tue Mar 24 13:06:34 CET 2009
18.110403,42.641052,79231740@N05,8,,,Tue Mar 24 11:59:40 CET 2009
18.110403,42.641052,79231740@N05,10,landscape;shore;пейзаж;побережье,,Tue Mar 24 11:59:44 CET 2009
18.110403,42.641052,79231740@N05,3,water;landscape;вода;пейзаж,,Tue Mar 24 13:05:02 CET 2009
18.110403,42.641052,79231740@N05,1,water;rock;landscape;shore;вода;пейзаж;камни;побережье,,Tue Mar 24 13:05:06 CET 2009
18.110403,42.641052,79231740@N05,4,landscape;пейзаж,,Tue Mar 24 13:05:04 CET 2009
15.592153,43.831135,37593349@N05,View from the island of Murter...,murter;velebit;adriatic;sea;water;hill;island;vegetation;mountain;dalmatia;croatia;landscape;background;wallpaper;speedboat;beacon;sky;coast;tree;undergrowth;boat,,Sun Mar 08 16:11:19 CET 2009
16.203686,43.497353,148472397@N06,Vízparti panoráma Ogrug Donji,,,Sun Feb 08 15:24:51 CET 2009
18.110403,42.641052,79231740@N05,33,water;landscape;вода;пейзаж,,Tue Mar 24 13:04:41 CET 2009
18.110403,42.641052,79231740@N05,4,landscape;пейзаж,,Tue Mar 24 13:05:04 CET 2009
18.110403,42.641052,79231740@N05,6,water;landscape;boat;shore;vehicle;вода;пейзаж;транспорт;лодка;побережье,,Tue Mar 24 13:05:10 CET 2009
18.110403,42.641052,79231740@N05,7,landscape;пейзаж,,Tue Mar 24 13:05:13 CET 2009
18.110403,42.641052,79231740@N05,9,landscape;shore;пейзаж;побережье,,Tue Mar 24 13:05:17 CET 2009
18.110403,42.641052,79231740@N05,11,,,Tue Mar 24 13:05:21 CET 2009
18.110403,42.641052,79231740@N05,10,mountain;landscape;пейзаж;горы,,Tue Mar 24 13:03:53 CET 2009
18.110403,42.641052,79231740@N05,16,road;landscape;дорога;пейзаж,,Tue Mar 24 13:04:05 CET 2009
18.110403,42.641052,79231740@N05,9,,,Tue Mar 24 13:07:10 CET 2009
18.111498,42.649277,22739179@N08,ATLAS,sky;snow;car;canon;croatia;cable;atlas;dubrovnik;hrvatska,,Thu Feb 19 11:43:30 CET 2009
16.446533,43.670853,55390502@N06,Croatia,,,Thu Mar 12 19:02:44 CET 2009
16.445847,43.168816,55085129@N07,APARTMAN 2 - 33,a2,,Mon Mar 30 11:42:51 CEST 2009
16.445847,43.168816,55085129@N07,APARTMAN 2 - 21,a2,,Mon Mar 30 11:34:13 CEST 2009
16.445847,43.168816,55085129@N07,APARTMAN 2 - 17,a2,,Mon Mar 30 11:36:33 CEST 2009
18.109928,42.644943,28934258@N07,Dubrovnik por los teja-dos,croacia;2010,,Sat Jan 24 08:14:08 CET 2009
18.109928,42.644943,28934258@N07,Puerto de Dubrovnik,croacia;2010,,Sat Jan 24 08:11:35 CET 2009
18.110403,42.641052,79231740@N05,14,mountain;landscape;пейзаж;горы,,Tue Mar 24 13:02:38 CET 2009
18.110403,42.641052,79231740@N05,31,landscape;shore;пейзаж;побережье,,Tue Mar 24 12:00:29 CET 2009
18.110403,42.641052,79231740@N05,3,,,Tue Mar 24 13:03:38 CET 2009
18.110403,42.641052,79231740@N05,5,mountain;landscape;пейзаж;горы,,Tue Mar 24 13:03:42 CET 2009
18.110403,42.641052,79231740@N05,12,,,Tue Mar 24 13:03:57 CET 2009
18.110403,42.641052,79231740@N05,9,landscape;пейзаж,,Tue Mar 24 13:03:50 CET 2009
18.110403,42.641052,79231740@N05,18,road;building;architecture;дорога;архитектура;строения,,Tue Mar 24 13:04:10 CET 2009
18.110403,42.641052,79231740@N05,22,,,Tue Mar 24 13:04:18 CET 2009
18.110403,42.641052,79231740@N05,15,landscape;пейзаж,,Tue Mar 24 13:04:03 CET 2009
18.110403,42.641052,79231740@N05,32,building;architecture;архитектура;строения,,Tue Mar 24 13:06:36 CET 2009
18.110403,42.641052,79231740@N05,34,,,Tue Mar 24 13:06:39 CET 2009
18.110403,42.641052,79231740@N05,36,,,Tue Mar 24 13:06:43 CET 2009
18.110403,42.641052,79231740@N05,16,landscape;shore;пейзаж;побережье,,Tue Mar 24 13:05:59 CET 2009
18.110403,42.641052,79231740@N05,20,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:06:10 CET 2009
18.110403,42.641052,79231740@N05,8,,,Tue Mar 24 13:07:08 CET 2009
18.110403,42.641052,79231740@N05,15,landscape;пейзаж,,Tue Mar 24 13:05:57 CET 2009
18.110403,42.641052,79231740@N05,1,water;rock;landscape;shore;вода;пейзаж;камни;побережье,,Tue Mar 24 13:05:06 CET 2009
15.219555,44.117615,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;zadar;hrv;jadran;dovolenka;chorvatsko;prazdniny;zadarska;sp560uz;chorvatskocroatia;mestozadar,,Mon Aug 17 16:15:05 CEST 2009
15.754705,43.7793,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;sibenik;hrv;jadran;vodice;dovolenka;chorvatsko;prazdniny;sp560uz;šibenskokninska;ibenskokninska;sovlje;chorvatskocroatia,,Tue Aug 18 09:53:16 CEST 2009
15.84633,43.76228,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;sibenik;jadran;dovolenka;chorvatsko;prazdniny;sp560uz,,Tue Aug 18 09:06:08 CEST 2009
15.84633,43.76228,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;most;sibenik;jadran;dovolenka;chorvatsko;prazdniny;sp560uz,,Tue Aug 18 09:05:36 CEST 2009
15.84633,43.76228,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;most;sibenik;jadran;dovolenka;chorvatsko;prazdniny;sp560uz,,Tue Aug 18 09:05:09 CEST 2009
15.210291,44.13681,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;more;zadar;hrv;jadran;dovolenka;chorvatsko;plaz;borik;prazdniny;zadarska;sp560uz,,Mon Aug 17 19:59:26 CEST 2009
15.229058,44.115227,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;zadar;hrv;jadran;dovolenka;chorvatsko;prazdniny;zadarska;sp560uz;chorvatskocroatia;mestozadar,,Mon Aug 17 16:42:26 CEST 2009
15.888591,43.735863,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;cathedral;croatia;sibenik;hrv;jadran;dovolenka;katedrala;chorvatsko;kostol;prazdniny;sp560uz;chorvatskocroatia;sibenskokninska;mestosibenik,,Tue Aug 18 10:51:06 CEST 2009
18.110403,42.641052,79231740@N05,4,,,Tue Mar 24 13:03:40 CET 2009
18.110403,42.641052,79231740@N05,18,road;building;architecture;дорога;архитектура;строения,,Tue Mar 24 13:04:10 CET 2009
18.110403,42.641052,79231740@N05,22,,,Tue Mar 24 13:04:18 CET 2009
18.110403,42.641052,79231740@N05,26,,,Tue Mar 24 13:04:26 CET 2009
18.110403,42.641052,79231740@N05,36,,,Tue Mar 24 13:04:46 CET 2009
18.110403,42.641052,79231740@N05,17,,,Tue Mar 24 13:04:07 CET 2009
18.110403,42.641052,79231740@N05,20,,,Tue Mar 24 13:04:14 CET 2009
18.110403,42.641052,79231740@N05,3,,,Tue Mar 24 13:06:58 CET 2009
15.223863,44.115124,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;zadar;hrv;jadran;dovolenka;chorvatsko;kostol;prazdniny;zadarska;sp560uz;chorvatskocroatia;mestozadar,,Mon Aug 17 15:46:32 CEST 2009
17.04607,43.272675,54349615@N08,"Croatia 2009, Tučepi",croatia;tučepi;tucepi;beach;girl,,Mon Aug 17 17:31:17 CEST 2009
17.045942,43.272728,54349615@N08,"Croatia 2009, Tučepi",croatia;tučepi;tucepi;beach;girl,,Mon Aug 17 17:30:49 CEST 2009
16.43692,43.501747,53695982@N05,La luna e Venere all'alba di Spalato...,,,Tue Aug 18 05:34:59 CEST 2009
18.108559,42.644817,45981634@N08,Donna croata,nikon;d700,,Fri Aug 21 12:14:59 CEST 2009
18.11065,42.64275,31456602@N05,Kroatien 2010 (31),meer;sonne;dubrovnik;biketour;adria;motorrad;kroatien;istrien;panse,,Thu Aug 20 11:38:16 CEST 2009
14.686317,43.625885,8059995@N02,"Ferry from Split, Croatia to Ancona, Italy. August 2009 006 (Photographs by Natalie Wilson)",,,Thu Aug 20 17:59:24 CEST 2009
15.224952,44.115887,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;zadar;hrv;jadran;dovolenka;chorvatsko;prazdniny;zadarska;sp560uz;chorvatskocroatia;mestozadar,,Mon Aug 17 15:01:02 CEST 2009
15.224319,44.115643,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;zadar;hrv;jadran;dovolenka;chorvatsko;kostol;prazdniny;zadarska;sp560uz;chorvatskocroatia;mestozadar,,Mon Aug 17 15:38:55 CEST 2009
15.888241,43.73585,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;cathedral;croatia;sibenik;hrv;jadran;dovolenka;katedrala;chorvatsko;prazdniny;sp560uz;chorvatskocroatia;sibenskokninska;mestosibenik,,Tue Aug 18 10:48:59 CEST 2009
15.891675,43.733376,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;more;sibenik;hrv;jadran;dovolenka;chorvatsko;prazdniny;sp560uz;chorvatskocroatia;sibenskokninska;mestosibenik,,Tue Aug 18 10:42:52 CEST 2009
15.892902,43.73171,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;more;sibenik;hrv;jadran;dovolenka;chorvatsko;prazdniny;sp560uz;chorvatskocroatia;sibenskokninska;mestosibenik,,Tue Aug 18 10:39:35 CEST 2009
15.846683,43.762573,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;sibenik;hrv;jadran;dovolenka;chorvatsko;prazdniny;odpocivadlo;sp560uz;chorvatskocroatia;sibenskokninska,,Tue Aug 18 10:10:57 CEST 2009
15.846561,43.76255,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;sibenik;hrv;jadran;dovolenka;chorvatsko;prazdniny;odpocivadlo;sp560uz;chorvatskocroatia;sibenskokninska,,Tue Aug 18 10:10:41 CEST 2009
15.846597,43.762566,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;most;sibenik;hrv;jadran;dovolenka;chorvatsko;prazdniny;odpocivadlo;sp560uz;chorvatskocroatia;sibenskokninska,,Tue Aug 18 10:10:26 CEST 2009
15.219825,44.117435,40866065@N07,Dovolenka Chorvatsko Zadar 2009,holiday;croatia;zadar;hrv;jadran;dovolenka;chorvatsko;prazdniny;zadarska;sp560uz;chorvatskocroatia;mestozadar,,Mon Aug 17 16:17:04 CEST 2009
18.110403,42.641052,79231740@N05,23,road;architecture;дорога;архитектура,,Tue Mar 24 13:04:20 CET 2009
18.110403,42.641052,79231740@N05,27,,,Tue Mar 24 13:04:28 CET 2009
18.110403,42.641052,79231740@N05,28,building;water;architecture;landscape;вода;пейзаж;архитектура;строения,,Tue Mar 24 13:04:30 CET 2009
18.110403,42.641052,79231740@N05,33,water;landscape;вода;пейзаж,,Tue Mar 24 13:04:41 CET 2009
18.110403,42.641052,79231740@N05,29,,,Tue Mar 24 13:04:32 CET 2009
18.110403,42.641052,79231740@N05,18,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:06:04 CET 2009
18.110403,42.641052,79231740@N05,19,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:06:06 CET 2009
18.110403,42.641052,79231740@N05,35,,,Tue Mar 24 13:04:44 CET 2009
18.110403,42.641052,79231740@N05,12,rock;landscape;shore;пейзаж;камни;побережье,,Tue Mar 24 13:00:19 CET 2009
18.110403,42.641052,79231740@N05,15,,,Tue Mar 24 13:00:26 CET 2009
18.110403,42.641052,79231740@N05,13,road;дорога,,Tue Mar 24 13:00:21 CET 2009
18.110403,42.641052,79231740@N05,19,mountain;landscape;пейзаж;горы,,Tue Mar 24 13:00:39 CET 2009
18.110403,42.641052,79231740@N05,23,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 13:01:06 CET 2009
18.110403,42.641052,79231740@N05,1,boat;vehicle;транспорт;лодка,,Tue Mar 24 13:03:23 CET 2009
18.110403,42.641052,79231740@N05,32,,,Tue Mar 24 13:03:12 CET 2009
18.110403,42.641052,79231740@N05,35,water;landscape;style;shore;serene;вода;пейзаж;стиль;побережье;спокойный,,Tue Mar 24 12:00:37 CET 2009
18.110403,42.641052,79231740@N05,1,,,Tue Mar 24 13:07:27 CET 2009
18.110403,42.641052,79231740@N05,8,,,Tue Mar 24 13:07:08 CET 2009
18.110403,42.641052,79231740@N05,15,landscape;пейзаж,,Tue Mar 24 13:05:57 CET 2009
18.110403,42.641052,79231740@N05,14,landscape;пейзаж,,Tue Mar 24 13:07:21 CET 2009
18.110403,42.641052,79231740@N05,17,landscape;пейзаж,,Tue Mar 24 13:06:02 CET 2009
18.110403,42.641052,79231740@N05,20,,,Tue Mar 24 12:00:05 CET 2009
18.110403,42.641052,79231740@N05,19,,,Tue Mar 24 12:00:03 CET 2009
18.110403,42.641052,79231740@N05,23,road;building;architecture;дорога;архитектура;строения,,Tue Mar 24 13:06:16 CET 2009
18.110403,42.641052,79231740@N05,4,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:32 CET 2009
18.110403,42.641052,79231740@N05,2,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:30 CET 2009
18.110403,42.641052,79231740@N05,6,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:36 CET 2009
18.110403,42.641052,79231740@N05,7,water;landscape;вода;пейзаж,,Tue Mar 24 11:59:38 CET 2009
18.110403,42.641052,79231740@N05,8,,,Tue Mar 24 11:59:40 CET 2009
18.110403,42.641052,79231740@N05,10,,,Tue Mar 24 13:02:29 CET 2009
18.110403,42.641052,79231740@N05,12,road;дорога,,Tue Mar 24 13:02:33 CET 2009
18.110403,42.641052,79231740@N05,19,landscape;пейзаж,,Tue Mar 24 13:04:12 CET 2009
18.110403,42.641052,79231740@N05,36,landscape;пейзаж,,Tue Mar 24 13:03:19 CET 2009
18.110403,42.641052,79231740@N05,4,landscape;пейзаж,,Tue Mar 24 13:02:12 CET 2009
18.110403,42.641052,79231740@N05,3,landscape;shore;пейзаж;побережье,,Tue Mar 24 13:03:26 CET 2009
18.110403,42.641052,79231740@N05,7,,,Tue Mar 24 13:02:23 CET 2009
18.110403,42.641052,79231740@N05,13,road;дорога,,Tue Mar 24 13:02:36 CET 2009
18.110403,42.641052,79231740@N05,3,,,Tue Mar 24 13:03:38 CET 2009
18.110403,42.641052,79231740@N05,5,mountain;landscape;пейзаж;горы,,Tue Mar 24 13:03:42 CET 2009
18.110403,42.641052,79231740@N05,8,vehicle;транспорт,,Tue Mar 24 13:00:11 CET 2009
18.110403,42.641052,79231740@N05,30,mountain;landscape;пейзаж;горы,,Tue Mar 24 12:54:55 CET 2009
18.110403,42.641052,79231740@N05,35,road;landscape;дорога;пейзаж,,Wed Mar 25 08:14:29 CET 2009
15.22396,44.117416,110646993@N07,Twins (Tea And Rea),sea;reflection;illustration;croatia;more;mermaid;zadar;boar;zeemeermin;brod;sirena;hrvatska;sereia;syrena;havfrue;море;meerjungfrau;sirène;сирена;美人魚;odraz;centar;denizkızı;sellő;人魚;serea;иллюстрация;美人鱼;poluotok;,,Tue Mar 10 12:34:11 CET 2009
15.22396,44.117416,110646993@N07,House From Highlander,house;mountain;nature;clouds;landscape;fig;croatia;idyll;zadar;priroda;figtree;hrvatska;дом;idila;ruralarea;природа;smokva;oblaci;stablo;облака;planina;гора;velebit;kuća;хорватия;ploče;peacefullife;smallplace;идиллия;,,Sat Feb 21 15:56:29 CET 2009
16.441813,43.512486,133065787@N04,Cul de sac,girl;curly;cleavage;sensual;head;blonde;pretty;beautiful;beauty;lady;hair;portrait;sexy;woman;face;gorgeous;split;croatia;croatian,,Sat Jan 10 00:00:00 CET 2009
18.110403,42.641052,79231740@N05,17,,,Tue Mar 24 12:54:28 CET 2009
18.110403,42.641052,79231740@N05,19,,,Tue Mar 24 12:54:32 CET 2009
18.110403,42.641052,79231740@N05,1,boat;vehicle;транспорт;лодка,,Tue Mar 24 12:58:55 CET 2009
18.110403,42.641052,79231740@N05,11,landscape;shore;пейзаж;побережье,,Tue Mar 24 11:59:46 CET 2009
18.110403,42.641052,79231740@N05,17,building;architecture;архитектура;строения,,Tue Mar 24 11:59:59 CET 2009
18.110403,42.641052,79231740@N05,21,road;architecture;дорога;архитектура,,Tue Mar 24 12:00:07 CET 2009
18.110403,42.641052,79231740@N05,33,water;landscape;shore;вода;пейзаж;побережье,,Tue Mar 24 12:00:33 CET 2009
18.110403,42.641052,79231740@N05,31,landscape;shore;пейзаж;побережье,,Tue Mar 24 12:00:29 CET 2009
18.110403,42.641052,79231740@N05,31,,,Tue Mar 24 13:04:36 CET 2009
18.110403,42.641052,79231740@N05,34,,,Tue Mar 24 13:04:43 CET 2009
18.110403,42.641052,79231740@N05,12,,,Tue Mar 24 13:03:57 CET 2009
18.110403,42.641052,79231740@N05,25,road;дорога,,Tue Mar 24 13:06:22 CET 2009
18.110403,42.641052,79231740@N05,27,road;дорога,,Tue Mar 24 13:06:26 CET 2009
18.110403,42.641052,79231740@N05,28,road;дорога,,Tue Mar 24 13:06:28 CET 2009
18.110403,42.641052,79231740@N05,31,,,Tue Mar 24 13:06:34 CET 2009
18.110403,42.641052,79231740@N05,32,building;architecture;архитектура;строения,,Tue Mar 24 13:06:36 CET 2009
18.110403,42.641052,79231740@N05,12,,,Tue Mar 24 13:07:17 CET 2009
18.110403,42.641052,79231740@N05,6,,,Tue Mar 24 13:07:04 CET 2009
18.110403,42.641052,79231740@N05,35,water;landscape;вода;пейзаж,,Tue Mar 24 13:03:18 CET 2009
18.110403,42.641052,79231740@N05,23,boat;vehicle;транспорт;лодка,,Tue Mar 24 12:54:40 CET 2009
18.110403,42.641052,79231740@N05,20,road;дорога,,Tue Mar 24 12:54:34 CET 2009
18.110403,42.641052,79231740@N05,27,,,Tue Mar 24 12:54:49 CET 2009
18.110403,42.641052,79231740@N05,33,,,Tue Mar 24 12:55:01 CET 2009
